,Hindi_key,Hindi_value,Punjabi_key,Punjabi_value
55,Gujarat,गुजरात,,
56,Haryana,हरियाणा,,
57,Himachal Pradesh,हिमाचल प्रदेश,,
58,Jammu & Kashmir,जम्मू और कश्मीर,,
59,Jharkhand,झारखंड,,
60,Karnataka,कर्नाटक,,
61,Kerala,केरल,,
62,Lakshadweep,लक्षद्वीप,,
63,Madhya Pradesh,मध्य प्रदेश,,
64,Maharashtra,महाराष्ट्र,,
65,Manipur,मणिपुर,,
66,Chandigarh,चंडीगढ़,,
67,Puducherry,पुडुचेरी,,
68,Punjab,पंजाब,,
69,Rajasthan,राजस्थान,,
70,Sikkim,सिक्किम,,
71,Tamil Nadu,तमिलनाडु,,
72,Tripura,त्रिपुरा,,
73,Uttar Pradesh,उत्तर प्रदेश,,
74,Uttarakhand,उत्तराखंड,,
75,West Bengal,पश्चिम बंगाल,,
76,Odisha,ओडिशा,,
77,Dadra and Nagar Haveli and Daman and Diu,दादरा और नागर हवेली और दमन और दीव,,
78,Meghalaya,मेघालय,,
79,Mizoram,मिज़ोरम,,
80,Nagaland,नागालैंड,,
81,National Capital Territory of Delhi,राष्ट्रीय राजधानी क्षेत्र दिल्ली,,
